#Total 1566 genes are submitted
#470 of them are predicted as essential genes
Class(essential gene:1,others:0)	Essentiality Score	Protein
1	0.4171		gi|2314469|gb|AAD083
1	0.8921		gi|2314484|gb|AAD083
1	0.9688		gi|2314470|gb|AAD083
1	0.9229		gi|2314471|gb|AAD083
1	0.8917		gi|2314472|gb|AAD083
1	0.3863		gi|2314473|gb|AAD083
1	0.815		gi|2314485|gb|AAD083
1	0.4472		gi|2314474|gb|AAD083
1	0.9684		gi|2314475|gb|AAD083
1	0.8913		gi|2314476|gb|AAD083
1	0.3547		gi|2314477|gb|AAD083
1	0.4472		gi|2314478|gb|AAD083
1	0.2783		gi|2314479|gb|AAD083
1	0.9846		gi|2314480|gb|AAD083
1	0.4942		gi|2314481|gb|AAD083
1	0.9071		gi|2314482|gb|AAD083
1	0.5216		gi|2314490|gb|AAD083
0	0.0		gi|2314498|gb|AAD083
0	0.0154		gi|2314491|gb|AAD083
0	0.0154		gi|2314499|gb|AAD083
0	0.0616		gi|2314492|gb|AAD083
0	0.0154		gi|2314500|gb|AAD083
0	0.0154		gi|2314501|gb|AAD083
0	0.0154		gi|2314493|gb|AAD083
0	0.0		gi|2314494|gb|AAD083
0	0.0		gi|2314495|gb|AAD083
0	0.0		gi|2314496|gb|AAD083
0	0.2159		gi|2314497|gb|AAD083
0	0.0308		gi|2314513|gb|AAD083
0	0.0		gi|2314514|gb|AAD083
1	0.3547		gi|2314503|gb|AAD083
0	0.0158		gi|2314515|gb|AAD083
1	0.3087		gi|2314504|gb|AAD083
1	0.5058		gi|2314505|gb|AAD083
1	0.5058		gi|2314506|gb|AAD083
1	0.5212		gi|2314507|gb|AAD083
0	0.0308		gi|2314508|gb|AAD083
0	0.0		gi|2314516|gb|AAD083
0	0.0309		gi|2314509|gb|AAD083
0	0.0466		gi|2314510|gb|AAD083
1	0.3238		gi|2314511|gb|AAD083
1	0.3246		gi|2314512|gb|AAD083
0	0.0616		gi|2314518|gb|AAD083
1	0.7532		gi|2314519|gb|AAD083
1	0.5212		gi|2314532|gb|AAD084
0	0.0775		gi|2314520|gb|AAD083
0	0.0154		gi|2314533|gb|AAD084
0	0.0462		gi|2314521|gb|AAD083
0	0.0308		gi|2314522|gb|AAD083
0	0.0771		gi|2314523|gb|AAD083
0	0.0925		gi|2314524|gb|AAD083
1	0.6292		gi|2314525|gb|AAD083
0	0.0		gi|2314534|gb|AAD084
1	0.5212		gi|2314535|gb|AAD084
1	0.6909		gi|2314526|gb|AAD084
0	0.0		gi|2314527|gb|AAD084
1	0.4784		gi|2314528|gb|AAD084
0	0.0		gi|2314529|gb|AAD084
0	0.0309		gi|2314530|gb|AAD084
0	0.0154		gi|2314531|gb|AAD084
0	0.0		gi|2314537|gb|AAD084
0	0.0		gi|2314538|gb|AAD084
0	0.0154		gi|2314539|gb|AAD084
0	0.0		gi|2314540|gb|AAD084
0	0.0		gi|2314541|gb|AAD084
0	0.1854		gi|2314542|gb|AAD084
1	0.2629		gi|2314543|gb|AAD084
0	0.1237		gi|2314544|gb|AAD084
1	0.7834		gi|2314545|gb|AAD084
1	0.2931		gi|2314546|gb|AAD084
0	0.0154		gi|2314555|gb|AAD084
0	0.1238		gi|2314548|gb|AAD084
0	0.1233		gi|2314549|gb|AAD084
0	0.0466		gi|2314550|gb|AAD084
0	0.0		gi|2314556|gb|AAD084
0	0.0		gi|2314557|gb|AAD084
0	0.0		gi|2314551|gb|AAD084
1	0.5215		gi|2314559|gb|AAD084
1	0.5987		gi|2314552|gb|AAD084
1	0.7066		gi|2314553|gb|AAD084
0	0.0617		gi|2314554|gb|AAD084
1	0.5058		gi|2314558|gb|AAD084
0	0.0		gi|2314566|gb|AAD084
0	0.0		gi|2314567|gb|AAD084
0	0.0154		gi|2314568|gb|AAD084
0	0.0158		gi|2314561|gb|AAD084
0	0.0		gi|2314562|gb|AAD084
1	0.3705		gi|2314563|gb|AAD084
0	0.0		gi|2314569|gb|AAD084
0	0.0154		gi|2314570|gb|AAD084
0	0.0		gi|2314571|gb|AAD084
0	0.0		gi|2314564|gb|AAD084
0	0.0		gi|2314565|gb|AAD084
0	0.0		gi|2314573|gb|AAD084
0	0.0		gi|2314574|gb|AAD084
0	0.0		gi|2314575|gb|AAD084
0	0.0		gi|2314576|gb|AAD084
0	0.0		gi|2314577|gb|AAD084
1	0.5058		gi|2314580|gb|AAD084
0	0.0463		gi|2314578|gb|AAD084
0	0.0		gi|2314579|gb|AAD084
0	0.0154		gi|2314582|gb|AAD084
0	0.0		gi|2314583|gb|AAD084
0	0.0		gi|2314586|gb|AAD084
0	0.0		gi|2314584|gb|AAD084
0	0.0		gi|2314585|gb|AAD084
1	0.5212		gi|2314588|gb|AAD084
1	0.5212		gi|2314589|gb|AAD084
0	0.1388		gi|2314590|gb|AAD084
0	0.0		gi|2314591|gb|AAD084
1	0.4322		gi|2314592|gb|AAD084
0	0.0		gi|2314593|gb|AAD084
0	0.0		gi|2314594|gb|AAD084
1	0.5058		gi|2314595|gb|AAD084
1	0.4785		gi|2314596|gb|AAD084
0	0.0154		gi|2314597|gb|AAD084
0	0.0		gi|2314606|gb|AAD084
0	0.0		gi|2314607|gb|AAD084
0	0.0		gi|2314599|gb|AAD084
0	0.0		gi|2314604|gb|AAD084
0	0.0154		gi|2314600|gb|AAD084
0	0.17		gi|2314601|gb|AAD084
0	0.1696		gi|2314602|gb|AAD084
0	0.0621		gi|2314603|gb|AAD084
0	0.0		gi|2314605|gb|AAD084
0	0.0		gi|2314608|gb|AAD084
0	0.0772		gi|2314610|gb|AAD084
0	0.0462		gi|2314611|gb|AAD084
1	0.5366		gi|2314622|gb|AAD084
0	0.0		gi|2314619|gb|AAD084
0	0.0		gi|2314612|gb|AAD084
1	0.5058		gi|2314620|gb|AAD084
0	0.0309		gi|2314621|gb|AAD084
0	0.0308		gi|2314613|gb|AAD084
1	0.5991		gi|2314614|gb|AAD084
1	0.3242		gi|2314615|gb|AAD084
0	0.1391		gi|2314616|gb|AAD084
1	0.5212		gi|2314617|gb|AAD084
1	0.5366		gi|2314618|gb|AAD084
1	0.8146		gi|2314630|gb|AAD084
1	0.7066		gi|2314624|gb|AAD084
1	0.5216		gi|2314625|gb|AAD084
1	0.892		gi|2314626|gb|AAD084
1	0.5524		gi|2314631|gb|AAD084
0	0.1237		gi|2314627|gb|AAD084
0	0.0		gi|2314628|gb|AAD084
0	0.0		gi|2314632|gb|AAD084
0	0.0		gi|2314633|gb|AAD084
1	0.5058		gi|2314629|gb|AAD084
0	0.0		gi|2314634|gb|AAD084
0	0.0		gi|2314636|gb|AAD085
0	0.0616		gi|2314637|gb|AAD085
1	0.4626		gi|2314638|gb|AAD085
0	0.0309		gi|2314639|gb|AAD085
0	0.0		gi|2314640|gb|AAD085
0	0.0		gi|2314644|gb|AAD085
0	0.0		gi|2314641|gb|AAD085
0	0.0154		gi|2314642|gb|AAD085
0	0.0154		gi|2314643|gb|AAD085
0	0.0		gi|2314663|gb|AAD085
0	0.0771		gi|2314646|gb|AAD085
0	0.0308		gi|2314664|gb|AAD085
0	0.2163		gi|2314647|gb|AAD085
0	0.0154		gi|2314648|gb|AAD085
0	0.0		gi|2314649|gb|AAD085
1	0.5216		gi|2314665|gb|AAD085
1	0.401		gi|2314650|gb|AAD085
1	0.3706		gi|2314651|gb|AAD085
0	0.0775		gi|2314652|gb|AAD085
0	0.0316		gi|2314666|gb|AAD085
1	0.6446		gi|2314653|gb|AAD085
0	0.0154		gi|2314667|gb|AAD085
1	0.9688		gi|2314654|gb|AAD085
1	0.5215		gi|2314668|gb|AAD085
1	0.5215		gi|2314669|gb|AAD085
1	0.7841		gi|2314655|gb|AAD085
1	0.6291		gi|2314656|gb|AAD085
0	0.0312		gi|2314657|gb|AAD085
0	0.0		gi|2314658|gb|AAD085
0	0.0		gi|2314659|gb|AAD085
0	0.0154		gi|2314660|gb|AAD085
0	0.0309		gi|2314661|gb|AAD085
0	0.0462		gi|2314662|gb|AAD085
0	0.0617		gi|2314671|gb|AAD085
0	0.0775		gi|2314672|gb|AAD085
1	0.537		gi|2314681|gb|AAD085
1	0.4319		gi|2314673|gb|AAD085
0	0.0617		gi|2314674|gb|AAD085
0	0.0929		gi|2314675|gb|AAD085
1	0.9537		gi|2314676|gb|AAD085
0	0.0928		gi|2314682|gb|AAD085
0	0.0154		gi|2314683|gb|AAD085
0	0.0		gi|2314686|gb|AAD085
0	0.0		gi|2314684|gb|AAD085
0	0.0154		gi|2314685|gb|AAD085
0	0.0		gi|2314677|gb|AAD085
1	0.5216		gi|2314678|gb|AAD085
1	0.7371		gi|2314679|gb|AAD085
0	0.0		gi|2314680|gb|AAD085
0	0.0621		gi|2314688|gb|AAD085
0	0.0616		gi|2314689|gb|AAD085
1	0.2622		gi|2314690|gb|AAD085
1	0.5829		gi|2314691|gb|AAD085
0	0.0		gi|2314696|gb|AAD085
0	0.0		gi|2314692|gb|AAD085
0	0.0154		gi|2314693|gb|AAD085
1	0.9229		gi|2314694|gb|AAD085
0	0.0		gi|2314699|gb|AAD085
0	0.0		gi|2314697|gb|AAD085
0	0.0154		gi|2314695|gb|AAD085
1	0.5212		gi|2314698|gb|AAD085
0	0.0154		gi|2314704|gb|AAD085
0	0.0154		gi|2314705|gb|AAD085
0	0.0		gi|2314701|gb|AAD085
1	0.5212		gi|2314702|gb|AAD085
1	0.5212		gi|2314706|gb|AAD085
0	0.0		gi|2314707|gb|AAD085
0	0.0		gi|2314703|gb|AAD085
0	0.0		gi|2314715|gb|AAD085
0	0.0		gi|2314718|gb|AAD085
1	0.4318		gi|2314709|gb|AAD085
0	0.0312		gi|2314710|gb|AAD085
1	0.5212		gi|2314716|gb|AAD085
1	0.386		gi|2314711|gb|AAD085
0	0.062		gi|2314712|gb|AAD085
0	0.0		gi|2314713|gb|AAD085
0	0.0		gi|2314714|gb|AAD085
1	0.5058		gi|2314719|gb|AAD085
0	0.0		gi|2314717|gb|AAD085
1	0.5678		gi|2314721|gb|AAD085
0	0.0466		gi|2314722|gb|AAD085
0	0.0		gi|2314723|gb|AAD085
0	0.0158		gi|2314731|gb|AAD085
0	0.0617		gi|2314724|gb|AAD085
0	0.0		gi|2314725|gb|AAD085
1	0.3396		gi|2314726|gb|AAD085
1	0.5058		gi|2314732|gb|AAD085
1	0.4318		gi|2314727|gb|AAD085
1	0.5058		gi|2314728|gb|AAD085
1	0.2468		gi|2314729|gb|AAD085
1	0.278		gi|2314730|gb|AAD085
1	0.6607		gi|2314734|gb|AAD085
1	0.5212		gi|2314735|gb|AAD085
1	0.5212		gi|2314736|gb|AAD085
1	0.8913		gi|2314737|gb|AAD085
1	0.4476		gi|2314738|gb|AAD085
1	0.4168		gi|2314739|gb|AAD085
0	0.0316		gi|2314740|gb|AAD085
0	0.0158		gi|2314741|gb|AAD085
0	0.0154		gi|2314742|gb|AAD085
0	0.1858		gi|2314744|gb|AAD086
0	0.0154		gi|2314745|gb|AAD086
0	0.0		gi|2314746|gb|AAD086
0	0.0		gi|2314747|gb|AAD086
0	0.0462		gi|2314748|gb|AAD086
0	0.17		gi|2314749|gb|AAD086
1	0.5058		gi|2314754|gb|AAD086
1	0.9229		gi|2314750|gb|AAD086
0	0.1238		gi|2314755|gb|AAD086
1	0.5058		gi|2314756|gb|AAD086
1	0.5674		gi|2314751|gb|AAD086
1	0.5366		gi|2314752|gb|AAD086
0	0.0154		gi|2314753|gb|AAD086
0	0.0154		gi|2314758|gb|AAD086
0	0.1851		gi|2314759|gb|AAD086
0	0.0		gi|2314760|gb|AAD086
0	0.0308		gi|2314761|gb|AAD086
0	0.0		gi|2314762|gb|AAD086
0	0.0308		gi|2314763|gb|AAD086
0	0.0		gi|2314769|gb|AAD086
1	0.5058		gi|2314770|gb|AAD086
0	0.108		gi|2314764|gb|AAD086
0	0.2008		gi|2314765|gb|AAD086
0	0.185		gi|2314766|gb|AAD086
1	0.3856		gi|2314767|gb|AAD086
0	0.0		gi|2314768|gb|AAD086
0	0.0		gi|2314774|gb|AAD086
0	0.0154		gi|2314772|gb|AAD086
0	0.0308		gi|2314773|gb|AAD086
0	0.0		gi|2314775|gb|AAD086
