#Total 4140 genes are submitted
#324 of them are predicted as essential genes
Class(essential gene:1,others:0)	Essentiality Score	Protein
0	0.0119		gi|87081895|gb|AAC74
0	0.0		gi|1787649|gb|AAC744
0	0.0121		gi|87081896|gb|AAC74
0	0.0119		gi|1787651|gb|AAC744
0	0.0		gi|1787653|gb|AAC744
0	0.0		gi|1787654|gb|AAC744
0	0.0		gi|1787655|gb|AAC744
0	0.012		gi|1787656|gb|AAC744
0	0.0358		gi|226510939|gb|AAC7
0	0.012		gi|1787658|gb|AAC744
0	0.012		gi|1787659|gb|AAC744
0	0.0358		gi|1787660|gb|AAC744
0	0.0		gi|1787661|gb|AAC744
0	0.012		gi|1787662|gb|AAC744
0	0.0		gi|1787663|gb|AAC744
0	0.0		gi|1787664|gb|AAC744
0	0.0119		gi|1787666|gb|AAC744
0	0.0		gi|1787667|gb|AAC744
0	0.0		gi|226510940|gb|ACO5
0	0.0		gi|1787669|gb|AAC744
0	0.0		gi|145693126|gb|AAC7
0	0.0		gi|1787671|gb|AAC744
0	0.0		gi|1787674|gb|AAC744
0	0.0		gi|87081900|gb|AAC74
0	0.0119		gi|87081901|gb|AAC74
0	0.0		gi|1787677|gb|AAC744
0	0.012		gi|1787678|gb|AAC744
0	0.0		gi|1787679|gb|AAC744
0	0.0238		gi|1787680|gb|AAC744
0	0.0317		gi|145693127|gb|AAC7
0	0.0		gi|1787683|gb|AAC744
0	0.0		gi|1787684|gb|AAC744
0	0.0		gi|87081903|gb|AAC74
0	0.0		gi|1787688|gb|AAC745
0	0.0		gi|48994884|gb|AAT48
0	0.0		gi|1787689|gb|AAC745
0	0.0		gi|1787690|gb|AAC745
0	0.0		gi|87081904|gb|AAC74
0	0.0		gi|1787692|gb|AAC745
0	0.0		gi|145693128|gb|AAC7
0	0.0		gi|87081906|gb|AAC74
0	0.0		gi|1787697|gb|AAC745
0	0.0		gi|1787698|gb|AAC745
0	0.0		gi|1787699|gb|AAC745
0	0.0		gi|1787700|gb|AAC745
0	0.0119		gi|1787701|gb|AAC745
0	0.0		gi|288549314|gb|AAC7
0	0.0		gi|87081909|gb|AAC74
0	0.0318		gi|1787704|gb|AAC745
0	0.0		gi|87081910|gb|AAC74
0	0.0		gi|1787707|gb|AAC745
0	0.0		gi|87081911|gb|AAC74
0	0.0		gi|145693129|gb|AAC7
0	0.0		gi|1787710|gb|AAC745
0	0.0		gi|1787711|gb|AAC745
0	0.0		gi|1787712|gb|AAC745
0	0.0		gi|1787713|gb|AAC745
0	0.0		gi|1787714|gb|AAC745
0	0.0		gi|1787715|gb|AAC745
0	0.0		gi|145693130|gb|ABP9
0	0.0197		gi|87081912|gb|AAC74
0	0.0		gi|1787717|gb|AAC745
0	0.0		gi|1787718|gb|AAC745
0	0.0		gi|1787719|gb|AAC745
0	0.0		gi|226510941|gb|AAC7
0	0.0		gi|87081914|gb|AAC74
0	0.0		gi|1787723|gb|AAC745
0	0.012		gi|1787724|gb|AAC745
0	0.0		gi|87081915|gb|AAC74
0	0.0		gi|1787726|gb|AAC745
0	0.0		gi|1787727|gb|AAC745
0	0.0		gi|1787729|gb|AAC745
0	0.0		gi|1787733|gb|AAC745
0	0.012		gi|1787734|gb|AAC745
0	0.0119		gi|87081916|gb|AAC74
0	0.0		gi|1787736|gb|AAC745
0	0.0		gi|1787737|gb|AAC745
0	0.0		gi|1787738|gb|AAC745
0	0.0		gi|1787739|gb|AAC745
0	0.0198		gi|1787740|gb|AAC745
0	0.0		gi|1787741|gb|AAC745
0	0.0		gi|1787743|gb|AAD134
0	0.0		gi|145693132|gb|AAD1
0	0.0		gi|3868719|gb|AAD134
0	0.0		gi|1787749|gb|AAD134
0	0.0		gi|1787750|gb|AAD134
0	0.0		gi|145693133|gb|AAD1
0	0.0119		gi|87081918|gb|AAC74
0	0.0		gi|87081919|gb|AAC74
0	0.0		gi|1787755|gb|AAC745
0	0.0		gi|87081920|gb|AAC74
0	0.0		gi|1787757|gb|AAC745
0	0.0		gi|1787758|gb|AAC745
0	0.0		gi|1787759|gb|AAC745
0	0.0		gi|1787760|gb|AAC745
0	0.0		gi|1787761|gb|AAC745
0	0.0		gi|1787762|gb|AAC745
0	0.0		gi|1787763|gb|AAC745
0	0.0239		gi|87081921|gb|AAC74
0	0.012		gi|145693134|gb|AAC7
0	0.0		gi|1787767|gb|AAC745
0	0.0		gi|1787768|gb|AAC745
0	0.0		gi|1787769|gb|AAC745
0	0.0119		gi|1787770|gb|AAC745
0	0.0		gi|1787771|gb|AAC745
0	0.0		gi|1787772|gb|AAC745
0	0.012		gi|87081923|gb|AAC74
0	0.0358		gi|87081924|gb|AAC74
0	0.0		gi|1787776|gb|AAC745
0	0.0		gi|1787777|gb|AAC745
0	0.0		gi|1787778|gb|AAC745
0	0.0119		gi|1787779|gb|AAC745
0	0.0		gi|1787780|gb|AAC745
0	0.0119		gi|1787781|gb|AAC745
0	0.0119		gi|1787785|gb|AAC745
0	0.0119		gi|1787786|gb|AAC745
0	0.0		gi|1787789|gb|AAC745
0	0.0		gi|1787791|gb|AAC745
0	0.0		gi|1787792|gb|AAC745
0	0.0		gi|1787793|gb|AAC745
0	0.0		gi|1787794|gb|AAC745
0	0.0		gi|1787795|gb|AAC745
0	0.0		gi|1787796|gb|AAC745
0	0.0		gi|1787797|gb|AAC745
0	0.0		gi|1787798|gb|AAC745
0	0.0		gi|87081925|gb|AAC74
0	0.0		gi|48994885|gb|AAT48
0	0.0		gi|1787802|gb|AAC745
0	0.0119		gi|1787803|gb|AAC745
0	0.0		gi|1787804|gb|AAC745
0	0.0198		gi|87081926|gb|AAC74
0	0.0		gi|1787806|gb|AAC745
0	0.0119		gi|1787807|gb|AAC746
0	0.0		gi|1787808|gb|AAC746
0	0.0		gi|1787809|gb|AAC746
0	0.0		gi|87081927|gb|AAC74
0	0.0		gi|87081928|gb|AAC74
0	0.0		gi|1787812|gb|AAC746
0	0.0		gi|87081929|gb|AAC74
0	0.0		gi|1787815|gb|AAC746
0	0.0		gi|145693135|gb|ABP9
0	0.0		gi|1787816|gb|AAC746
0	0.0		gi|1787817|gb|AAC746
0	0.0		gi|1787818|gb|AAC746
0	0.0		gi|1787819|gb|AAC746
0	0.0119		gi|1787820|gb|AAC746
0	0.0		gi|1787821|gb|AAC746
0	0.0		gi|1787822|gb|AAC746
0	0.0		gi|1787823|gb|AAC746
0	0.0		gi|345297174|gb|AAC7
0	0.0		gi|1787827|gb|AAC746
0	0.0		gi|2367120|gb|AAC746
0	0.012		gi|1787829|gb|AAC746
0	0.0		gi|87081930|gb|ABD18
0	0.0		gi|87081931|gb|AAC74
0	0.0		gi|87081932|gb|AAC74
0	0.0		gi|87081933|gb|AAC74
0	0.0		gi|1787834|gb|AAC746
0	0.012		gi|1787835|gb|AAC746
0	0.0119		gi|226510942|gb|ACO5
0	0.0		gi|1787836|gb|AAC746
0	0.0119		gi|1787837|gb|AAC746
0	0.0		gi|87081934|gb|AAC74
0	0.0		gi|1787839|gb|AAC746
0	0.0		gi|1787840|gb|AAC746
0	0.0		gi|87081935|gb|AAC74
0	0.0		gi|226510943|gb|AAC7
0	0.0119		gi|1787844|gb|AAC746
0	0.0		gi|1787845|gb|AAC746
0	0.0		gi|1787846|gb|AAC746
0	0.0		gi|1787847|gb|AAC746
0	0.0		gi|1787848|gb|AAC746
0	0.0		gi|1787849|gb|AAC746
0	0.0		gi|1787852|gb|AAC746
1	0.6684		gi|1787853|gb|AAC746
0	0.0		gi|1787854|gb|AAC746
1	0.593		gi|87081937|gb|AAC74
0	0.0		gi|1787856|gb|AAC746
0	0.0		gi|1787857|gb|AAC746
0	0.0		gi|1787858|gb|AAC746
0	0.0		gi|1787863|gb|AAC746
0	0.0		gi|1787864|gb|AAC746
0	0.0		gi|1787865|gb|AAC746
0	0.0		gi|1787866|gb|AAC746
0	0.0119		gi|1787867|gb|AAC746
0	0.0		gi|87081939|gb|AAC74
0	0.0		gi|87081940|gb|AAC74
0	0.0		gi|1787870|gb|AAC746
0	0.0		gi|171474008|gb|AAC7
0	0.024		gi|1787872|gb|AAC746
0	0.0		gi|1787873|gb|AAC746
0	0.0		gi|87081942|gb|AAC74
0	0.0		gi|87081943|gb|AAC74
0	0.0		gi|87081944|gb|AAC74
0	0.0		gi|1787878|gb|AAC746
0	0.0		gi|1787879|gb|AAC746
0	0.0		gi|1787880|gb|AAC746
0	0.0		gi|87081945|gb|AAC74
0	0.0		gi|145693139|gb|ABP9
0	0.0		gi|1787882|gb|AAC746
0	0.0		gi|1787883|gb|AAC746
0	0.0		gi|1787884|gb|AAC746
0	0.0		gi|1787885|gb|AAC746
0	0.0		gi|1787886|gb|AAC746
0	0.0		gi|1787887|gb|AAC746
0	0.0		gi|1787889|gb|AAC746
0	0.0121		gi|1787890|gb|AAC746
0	0.0		gi|1787891|gb|AAC746
0	0.0		gi|1787892|gb|AAC746
0	0.0122		gi|145693140|gb|AAC7
0	0.024		gi|1787894|gb|AAC746
0	0.0		gi|1787895|gb|AAC746
0	0.0479		gi|1787896|gb|AAC746
0	0.0122		gi|1787897|gb|AAC746
0	0.0553		gi|1787899|gb|AAC746
0	0.0196		gi|1787900|gb|AAC746
0	0.012		gi|87081946|gb|AAC74
0	0.0		gi|1787902|gb|AAC746
0	0.0		gi|1787903|gb|AAC746
0	0.0		gi|1787904|gb|AAC746
0	0.0		gi|1787905|gb|AAC746
0	0.0		gi|1787906|gb|AAC746
0	0.0		gi|1787908|gb|AAC746
0	0.0		gi|1787909|gb|AAC746
0	0.0		gi|1787910|gb|AAC746
0	0.0		gi|87081947|gb|AAC74
0	0.0		gi|48994886|gb|AAT48
0	0.0		gi|1787912|gb|AAC746
0	0.0		gi|87081948|gb|AAC74
0	0.0119		gi|1787914|gb|AAC746
0	0.0241		gi|1787915|gb|AAC747
0	0.0239		gi|1787916|gb|AAC747
0	0.0119		gi|1787917|gb|AAC747
0	0.056		gi|1787918|gb|AAC747
0	0.0316		gi|1787919|gb|AAC747
0	0.0		gi|1787920|gb|AAC747
0	0.0		gi|1787922|gb|AAC747
0	0.0119		gi|1787923|gb|AAC747
0	0.0		gi|1787924|gb|AAC747
1	0.944		gi|1787925|gb|AAC747
0	0.1161		gi|1787926|gb|AAC747
0	0.0		gi|87081949|gb|AAC74
0	0.0		gi|1787928|gb|AAC747
0	0.0		gi|48994887|gb|AAT48
0	0.0		gi|87081950|gb|AAC74
0	0.0		gi|1787931|gb|AAC747
0	0.0		gi|87081951|gb|AAC74
0	0.0		gi|1787933|gb|AAC747
0	0.0		gi|1787934|gb|AAC747
0	0.0		gi|48994888|gb|AAT48
0	0.0196		gi|87081952|gb|AAC74
0	0.0		gi|145693141|gb|AAC7
0	0.0		gi|1787939|gb|AAC747
0	0.0		gi|1787940|gb|AAC747
0	0.0444		gi|1787941|gb|AAC747
0	0.0		gi|1787942|gb|AAC747
0	0.0561		gi|1787943|gb|AAC747
0	0.0238		gi|1787944|gb|AAC747
0	0.0727		gi|1787946|gb|AAC747
0	0.0		gi|1787947|gb|AAC747
0	0.0		gi|145693142|gb|ABP9
0	0.0		gi|1787948|gb|AAC747
0	0.0		gi|1787949|gb|AAC747
0	0.0		gi|48994889|gb|AAT48
0	0.0		gi|1787951|gb|AAC747
1	0.7405		gi|1787952|gb|AAC747
0	0.0		gi|48994890|gb|AAT48
0	0.0		gi|1787954|gb|AAC747
0	0.0		gi|1787956|gb|AAC747
0	0.0		gi|1787957|gb|AAC747
0	0.0		gi|1787958|gb|AAC747
0	0.012		gi|1787959|gb|AAC747
0	0.0		gi|226510944|gb|AAC7
0	0.0		gi|1787961|gb|AAC747
0	0.0		gi|1787962|gb|AAC747
0	0.0		gi|1787963|gb|AAC747
0	0.0		gi|1787964|gb|AAC747
0	0.1313		gi|1787965|gb|AAC747
0	0.0		gi|1787967|gb|AAC747
0	0.0		gi|1787968|gb|AAC747
0	0.06		gi|1787969|gb|AAC747
0	0.1795		gi|1787970|gb|AAC747
0	0.1316		gi|1787971|gb|AAC747
0	0.1675		gi|1787972|gb|AAC747
0	0.1316		gi|87081955|gb|AAC74
0	0.012		gi|1787974|gb|AAC747
0	0.0		gi|226510945|gb|AAC7
0	0.0242		gi|1787976|gb|AAC747
0	0.0		gi|1787977|gb|AAC747
0	0.0119		gi|1787979|gb|AAC747
1	0.6049		gi|87081956|gb|AAC74
0	0.0		gi|1787981|gb|AAC747
0	0.0198		gi|226510946|gb|AAC7
0	0.0239		gi|1787983|gb|AAC747
0	0.0196		gi|1787984|gb|AAC747
0	0.0		gi|1787985|gb|AAC747
0	0.0198		gi|87081958|gb|AAC74
0	0.0		gi|1787987|gb|AAC747
0	0.0119		gi|2367123|gb|AAC747
0	0.0363		gi|1787990|gb|AAC747
0	0.0844		gi|1787991|gb|AAC747
0	0.0		gi|1787992|gb|AAC747
0	0.0		gi|145693145|gb|AAC7
0	0.0122		gi|1787994|gb|AAC747
0	0.0		gi|1787995|gb|AAC747
0	0.0124		gi|1787996|gb|AAC747
0	0.0		gi|1787998|gb|AAC747
0	0.0		gi|1787999|gb|AAC747
0	0.0119		gi|1788000|gb|AAC747
0	0.0315		gi|1788001|gb|AAC747
0	0.0		gi|1788002|gb|AAC747
0	0.0		gi|1788003|gb|AAC747
0	0.0		gi|1788004|gb|AAC747
0	0.0122		gi|1788005|gb|AAC747
1	0.964		gi|1788006|gb|AAC747
1	0.9684		gi|1788007|gb|AAC747
0	0.0196		gi|1788008|gb|AAC747
1	0.8846		gi|1788009|gb|AAC747
1	0.2792		gi|1788010|gb|AAC747
1	0.9321		gi|1788012|gb|AAC747
1	0.952		gi|1788013|gb|AAC747
0	0.0119		gi|145693146|gb|ABD1
0	0.0124		gi|1788016|gb|AAC747
0	0.0119		gi|1788017|gb|AAC747
0	0.0		gi|1788018|gb|AAC747
0	0.0119		gi|1788019|gb|AAC747
0	0.0		gi|1788020|gb|AAC747
0	0.0		gi|1788021|gb|AAC747
0	0.012		gi|226510947|gb|AAC7
0	0.0		gi|1788024|gb|AAC747
0	0.0		gi|226510948|gb|AAC7
0	0.0		gi|145693148|gb|AAC7
0	0.0315		gi|48994891|gb|AAT48
0	0.0		gi|1788028|gb|AAC748
0	0.0		gi|1788029|gb|AAC748
0	0.0		gi|1788030|gb|AAC748
0	0.0		gi|1788031|gb|AAC748
0	0.0		gi|1788032|gb|AAC748
0	0.0		gi|1788034|gb|AAC748
0	0.0		gi|1788035|gb|AAC748
1	0.8718		gi|1788036|gb|AAC748
0	0.0		gi|1788037|gb|AAC748
0	0.0		gi|87081963|gb|AAC74
0	0.0		gi|1788039|gb|AAC748
0	0.0		gi|1788040|gb|AAC748
0	0.0242		gi|1788041|gb|AAC748
0	0.0		gi|1788042|gb|AAC748
0	0.0		gi|1788043|gb|AAC748
0	0.0239		gi|1788044|gb|AAC748
0	0.0		gi|1788046|gb|AAC748
0	0.036		gi|87081964|gb|AAC74
0	0.0239		gi|87081965|gb|AAC74
0	0.012		gi|1788049|gb|AAC748
0	0.0		gi|1788050|gb|AAC748
0	0.0		gi|87081966|gb|AAC74
0	0.0		gi|145693149|gb|AAC7
0	0.0		gi|1788053|gb|AAC748
0	0.0		gi|87081967|gb|AAC74
0	0.0		gi|87081968|gb|AAC74
0	0.012		gi|1788056|gb|AAC748
0	0.0		gi|1788057|gb|AAC748
0	0.0361		gi|1788059|gb|AAC748
0	0.0		gi|87081969|gb|AAC74
0	0.0319		gi|1788061|gb|AAC748
0	0.0		gi|1788062|gb|AAC748
0	0.0241		gi|1788063|gb|AAC748
0	0.0358		gi|1788064|gb|AAC748
0	0.0		gi|1788065|gb|AAC748
0	0.012		gi|87081970|gb|AAC74
0	0.0		gi|1788068|gb|AAC748
0	0.0		gi|1788069|gb|AAC748
0	0.0		gi|1788070|gb|AAC748
0	0.0		gi|87081971|gb|AAC74
0	0.0		gi|1788072|gb|AAC748
0	0.0		gi|1788073|gb|AAC748
0	0.0		gi|1788074|gb|AAC748
0	0.0		gi|1788075|gb|AAC748
0	0.0		gi|87081972|gb|AAC74
0	0.0359		gi|1788077|gb|AAC748
1	0.8113		gi|1788079|gb|AAC748
0	0.0		gi|87081973|gb|AAC74
0	0.0		gi|1788081|gb|AAC748
0	0.0		gi|1788082|gb|AAC748
0	0.0		gi|1788083|gb|AAC748
0	0.0119		gi|1788084|gb|AAC748
0	0.0		gi|1788085|gb|AAC748
0	0.0		gi|87081974|gb|AAC74
0	0.0		gi|1788087|gb|AAC748
0	0.0		gi|87081975|gb|AAC74
0	0.0		gi|1788090|gb|AAC748
0	0.0		gi|1788091|gb|AAC748
0	0.0196		gi|1788092|gb|AAC748
0	0.0119		gi|87081976|gb|AAC74
0	0.0		gi|1788094|gb|AAC748
0	0.0		gi|87081977|gb|AAC74
0	0.0		gi|226510949|gb|ACO5
0	0.0		gi|226510950|gb|ACO5
0	0.0		gi|1788096|gb|AAC748
0	0.0		gi|1788097|gb|AAC748
0	0.0		gi|1788098|gb|AAC748
0	0.0		gi|1788099|gb|AAC748
0	0.0		gi|87081978|gb|AAC74
0	0.0119		gi|1788101|gb|AAC748
0	0.0		gi|1788102|gb|AAC748
0	0.0119		gi|1788103|gb|AAC748
0	0.0		gi|1788104|gb|AAC748
0	0.036		gi|1788105|gb|AAC748
0	0.0		gi|1788107|gb|AAC748
0	0.0		gi|1788108|gb|AAC748
1	0.9046		gi|1788109|gb|AAC748
0	0.0119		gi|1788110|gb|AAC748
0	0.0		gi|87081979|gb|AAC74
0	0.0		gi|226510951|gb|AAC7
0	0.0		gi|1788113|gb|AAC748
0	0.0677		gi|1788114|gb|AAC748
0	0.0119		gi|1788115|gb|AAC748
0	0.0		gi|1788116|gb|AAC748
0	0.0119		gi|87081980|gb|AAC74
0	0.0198		gi|1788119|gb|AAC748
0	0.024		gi|1788120|gb|AAC748
0	0.0		gi|1788121|gb|AAC748
0	0.0		gi|345297175|gb|AAC7
0	0.0		gi|1788123|gb|AAC748
0	0.0		gi|87081981|gb|AAC74
0	0.0		gi|1788125|gb|AAC748
0	0.0		gi|1788126|gb|AAC748
0	0.0		gi|1788127|gb|AAC748
0	0.0		gi|1788128|gb|AAC748
0	0.0		gi|1788130|gb|AAC748
0	0.0		gi|87081982|gb|ABD18
0	0.0241		gi|1788131|gb|AAC748
0	0.0119		gi|87081983|gb|AAC74
0	0.0241		gi|1788133|gb|AAC748
0	0.0557		gi|1788134|gb|AAC749
0	0.0		gi|48994892|gb|AAC74
0	0.0119		gi|171474009|gb|AAC7
0	0.0		gi|1788137|gb|AAC749
0	0.0119		gi|87081984|gb|AAC74
0	0.0358		gi|87081985|gb|AAC74
0	0.0239		gi|87081986|gb|AAC74
0	0.0198		gi|87081987|gb|AAC74
0	0.0198		gi|87081988|gb|AAC74
0	0.0		gi|1788144|gb|AAC749
0	0.0		gi|1788145|gb|AAC749
0	0.0		gi|1788146|gb|AAC749
0	0.0		gi|1788147|gb|AAC749
0	0.012		gi|1788148|gb|AAC749
0	0.0119		gi|1788149|gb|AAC749
0	0.0		gi|1788150|gb|AAC749
0	0.0		gi|1788151|gb|AAC749
0	0.0119		gi|145693150|gb|AAC7
0	0.0124		gi|1788153|gb|AAC749
0	0.0		gi|1788155|gb|AAC749
0	0.0121		gi|1788156|gb|AAC749
0	0.0		gi|1788157|gb|AAC749
0	0.0239		gi|1788158|gb|AAC749
0	0.0		gi|1788159|gb|AAC749
0	0.0		gi|1788160|gb|AAC749
0	0.0437		gi|1788161|gb|AAC749
0	0.0674		gi|87081989|gb|AAC74
0	0.0361		gi|87081990|gb|AAC74
0	0.0		gi|1788165|gb|AAC749
0	0.036		gi|1788166|gb|AAC749
0	0.147		gi|1788167|gb|AAC749
0	0.0718		gi|1788168|gb|AAC749
0	0.0		gi|226510952|gb|ACO5
0	0.0		gi|87081991|gb|AAC74
0	0.0484		gi|1788170|gb|AAC749
0	0.0243		gi|1788171|gb|AAC749
0	0.0		gi|1788172|gb|AAC749
1	0.9403		gi|1788173|gb|AAC749
0	0.024		gi|87081992|gb|AAC74
0	0.0		gi|1788175|gb|AAC749
0	0.0119		gi|87081993|gb|AAC74
0	0.0119		gi|1788177|gb|AAC749
0	0.0119		gi|1788178|gb|AAC749
0	0.0		gi|87081994|gb|AAC74
0	0.0		gi|1788181|gb|AAC749
0	0.0		gi|87081995|gb|AAC74
0	0.0		gi|87081996|gb|AAC74
1	0.9442		gi|1788184|gb|AAC749
0	0.0		gi|87081997|gb|AAC74
0	0.0		gi|1788186|gb|AAC749
0	0.0119		gi|1788187|gb|AAC749
0	0.0		gi|1788188|gb|AAC749
0	0.0		gi|1788190|gb|AAC749
0	0.0241		gi|1788191|gb|AAC749
0	0.0196		gi|1788192|gb|AAC749
0	0.0		gi|1788193|gb|AAC749
0	0.0		gi|1788194|gb|AAC749
0	0.0119		gi|1788195|gb|AAC749
0	0.0244		gi|1788196|gb|AAC749
0	0.0198		gi|1788197|gb|AAC749
0	0.0		gi|1788198|gb|AAC749
0	0.0119		gi|1788199|gb|AAC749
0	0.0		gi|1788201|gb|AAC749
0	0.0		gi|145693151|gb|AAC7
0	0.0		gi|1788203|gb|AAC749
0	0.0		gi|1788204|gb|AAC749
0	0.0		gi|1788205|gb|AAC749
0	0.0119		gi|1788206|gb|AAC749
0	0.0238		gi|1788207|gb|AAC749
0	0.0		gi|145693152|gb|AAT4
0	0.0		gi|1788210|gb|AAC749
0	0.012		gi|1788211|gb|AAC749
0	0.0		gi|1788212|gb|AAC749
0	0.0		gi|87081998|gb|AAC74
0	0.0		gi|226510953|gb|ACO5
0	0.0		gi|1788215|gb|AAC749
0	0.0		gi|1788216|gb|AAC749
0	0.0		gi|1788217|gb|AAC749
0	0.0197		gi|1788218|gb|AAC749
0	0.0196		gi|1788219|gb|AAC749
1	0.9327		gi|1788220|gb|AAC749
0	0.0358		gi|87081999|gb|AAC74
0	0.0122		gi|1788222|gb|AAC749
0	0.0		gi|1788223|gb|AAC749
0	0.0		gi|1788224|gb|AAC749
0	0.0		gi|1788225|gb|AAC749
0	0.0198		gi|1788226|gb|AAC749
0	0.0		gi|87082000|gb|AAC74
0	0.0		gi|1788228|gb|AAC749
0	0.0		gi|87082001|gb|AAC74
0	0.0		gi|1788231|gb|AAC749
0	0.0238		gi|1788232|gb|AAC749
0	0.0		gi|1788233|gb|AAC749
0	0.0		gi|1788234|gb|AAC749
0	0.0119		gi|1788235|gb|AAC749
0	0.0		gi|1788236|gb|AAC749
0	0.0		gi|1788237|gb|AAC749
0	0.0359		gi|1788238|gb|AAC749
0	0.0239		gi|1788239|gb|AAC749
0	0.0		gi|48994894|gb|AAT48
0	0.0		gi|1788242|gb|AAC749
0	0.0358		gi|1788247|gb|AAC750
0	0.0		gi|1788248|gb|AAC750
0	0.0119		gi|1788249|gb|AAC750
0	0.0		gi|87082004|gb|AAC75
0	0.0		gi|1788251|gb|AAC750
0	0.0243		gi|1788252|gb|AAC750
0	0.0		gi|1788253|gb|AAC750
0	0.0119		gi|1788254|gb|AAC750
0	0.0		gi|1788255|gb|AAC750
0	0.0124		gi|1788256|gb|AAC750
0	0.0		gi|87082005|gb|AAC75
0	0.0119		gi|1788259|gb|AAC750
0	0.0		gi|1788260|gb|AAC750
0	0.0122		gi|1788261|gb|AAC750
0	0.0		gi|1788262|gb|AAC750
0	0.0		gi|1788263|gb|AAC750
0	0.0		gi|87082006|gb|AAC75
0	0.0196		gi|1788265|gb|AAC750
0	0.0119		gi|87082007|gb|AAC75
0	0.0		gi|1788267|gb|AAC750
0	0.0		gi|1788268|gb|AAC750
0	0.0		gi|1788269|gb|AAC750
0	0.0		gi|1788270|gb|AAC750
0	0.0359		gi|1788271|gb|AAC750
0	0.0		gi|1788273|gb|AAC750
0	0.0122		gi|87082008|gb|AAC75
0	0.0		gi|1788278|gb|AAC750
0	0.0		gi|1788279|gb|AAC750
0	0.0239		gi|87082012|gb|AAC75
0	0.0198		gi|1788281|gb|AAC750
0	0.0		gi|1788282|gb|AAC750
0	0.0		gi|1788283|gb|AAC750
0	0.0		gi|1788284|gb|AAC750
0	0.0318		gi|87082013|gb|AAC75
0	0.0		gi|87082014|gb|AAC75
0	0.012		gi|145693153|gb|AAC7
0	0.0		gi|1788292|gb|AAC750
0	0.0477		gi|1788293|gb|AAC750
0	0.0		gi|1788294|gb|AAC750
0	0.0119		gi|226510954|gb|AAC7
0	0.0122		gi|1788296|gb|AAC750
0	0.0122		gi|1788297|gb|AAC750
0	0.0		gi|1788299|gb|AAC750
0	0.0		gi|1788300|gb|AAC750
0	0.012		gi|1788301|gb|AAC750
0	0.012		gi|1788302|gb|AAC750
0	0.0		gi|1788303|gb|AAC750
0	0.0		gi|1788305|gb|AAC750
0	0.0		gi|145693154|gb|AAT4
0	0.0		gi|48994897|gb|AAT48
0	0.0		gi|87082020|gb|AAC75
0	0.0		gi|1788312|gb|AAC750
0	0.0		gi|1788313|gb|AAC750
0	0.0		gi|1788314|gb|AAC750
0	0.0		gi|1788315|gb|AAC750
0	0.0		gi|145693155|gb|AAC7
0	0.0		gi|1788318|gb|AAC750
0	0.0		gi|1788319|gb|AAC750
0	0.0		gi|87082022|gb|AAC75
0	0.0319		gi|1788321|gb|AAC750
0	0.0		gi|1788322|gb|AAC750
0	0.0		gi|1788323|gb|AAC750
0	0.0198		gi|87082023|gb|AAC75
0	0.0		gi|226510955|gb|ACO5
0	0.0		gi|87082024|gb|AAC75
0	0.012		gi|1788327|gb|AAC750
0	0.0		gi|87082025|gb|ABD18
1	0.593		gi|87082026|gb|AAC75
0	0.0		gi|1788329|gb|AAC750
0	0.0722		gi|1788330|gb|AAC750
0	0.0839		gi|1788331|gb|AAC750
0	0.0602		gi|1788332|gb|AAC750
0	0.0722		gi|87082027|gb|AAC75
0	0.0722		gi|1788334|gb|AAC750
0	0.0722		gi|87082028|gb|AAC75
0	0.0722		gi|1788336|gb|AAC750
0	0.068		gi|2367128|gb|AAC750
0	0.0		gi|87082029|gb|AAC75
0	0.0484		gi|1788340|gb|AAC750
0	0.0239		gi|1788341|gb|AAC750
0	0.0		gi|1788342|gb|AAC750
0	0.012		gi|1788344|gb|AAC750
0	0.012		gi|1788345|gb|AAC750
0	0.0		gi|1788346|gb|AAC750
0	0.0		gi|1788347|gb|AAC750
0	0.0239		gi|1788348|gb|AAC750
0	0.0917		gi|1788349|gb|AAC750
0	0.084		gi|1788350|gb|AAC750
0	0.0722		gi|1788351|gb|AAC751
0	0.0915		gi|1788352|gb|AAC751
0	0.0437		gi|1788353|gb|AAC751
0	0.0		gi|1788355|gb|AAC751
0	0.0		gi|1788356|gb|AAC751
0	0.0478		gi|1788357|gb|AAC751
0	0.012		gi|1788358|gb|AAC751
0	0.0478		gi|1788359|gb|AAC751
0	0.0479		gi|1788360|gb|AAC751
0	0.0602		gi|1788361|gb|AAC751
0	0.0239		gi|1788362|gb|AAC751
0	0.0122		gi|1788363|gb|AAC751
0	0.0		gi|87082031|gb|AAC75
0	0.0239		gi|1788365|gb|AAC751
0	0.0239		gi|1788366|gb|AAC751
0	0.0198		gi|1788367|gb|AAC751
0	0.0239		gi|1788368|gb|AAC751
0	0.0198		gi|1788369|gb|AAC751
0	0.0		gi|1788370|gb|AAC751
0	0.0		gi|1788371|gb|AAC751
0	0.0239		gi|1788372|gb|AAC751
0	0.0242		gi|87082032|gb|AAC75
0	0.0124		gi|1788375|gb|AAC751
0	0.0		gi|1788376|gb|AAC751
0	0.0		gi|87082033|gb|AAC75
0	0.0119		gi|1788378|gb|AAC751
0	0.0363		gi|1788379|gb|AAC751
0	0.0238		gi|87082034|gb|AAC75
0	0.0		gi|1788381|gb|AAC751
0	0.0		gi|1788383|gb|AAC751
0	0.0		gi|87082035|gb|AAC75
0	0.036		gi|1788385|gb|AAC751
